drug_cui|name
C3652638|Tyropanoic acid
C1738934|boceprevir
C2346970|bazedoxifene
C0078956|anistreplase
C0301373|isopropamide
C0054409|cadexomer iodine
C1276887|felodipine / ramipril
C3652536|snake venom antiserum
C0057143|dapiprazole
C3652603|tribromometacresol
C0063479|indobufen
C0028067|niflumic acid
C0020789|idarubicin
C3540740|Potassium supplement combinations
C0012081|clodronic acid
C0001964|1-propanol
C0082689|gepefrine
C4042342|abaloparatide
C0038685|Sulfameter
C3652678|multienzymes (lipase, protease etc.)
C0650163|zolimidine
C0658922|methionylmethylsulfonium chloride
C0038792|sulindac
C0074391|sertaconazole
C4519292|sarecycline
C4731850|inotersen
C0042523|verapamil
C5227825|Darvadstrocel
C0027556|nefopam
C0077081|tridihexethyl
C3871432|pipenzolate and psycholeptics
C0077163|trimethobenzamide
C2983838|omadacycline
C3652633|aluminium acetoacetate
C0025575|metaraminol
C2827667|tivozanib
C5238052|odevixibat
C3652821|streptomycin, combinations
C2756957|lymphocyte immune globulin, anti-thymocyte globulin, equine
C0052772|azidocillin
C2931929|amlodipine / perindopril
C0007004|Carbohydrates
C3652530|copper oleinate
C3653249|haemophilus influenzae B, combinations with toxoids
C0663733|tipranavir
C0066469|metopimazine
C0033439|propanidid
C0171302|mizolastine
C1698893|gadofosveset
C1451975|arimoclomol
C0053941|bopindolol
C0025379|mephenesin
C3653055|propantheline and psycholeptics
C0045010|17-alpha-hydroxyprogesterone
C0071036|picloxydine
C3653001|pitofenone and analgesics
C3871467|metformin and acarbose
C3652582|technetium (99mTc) antiCarcinoEmbryonicAntigen antibody
C3652482|Indium (111In) pentetic acid
C2605855|simeprevir
C3254570|sirukumab
C2930789|nintedanib
C0069739|oxaprozin
C0302226|Biphenamine
C3652738|multivitamins and trace elements
C0025641|metergoline
C0528023|cerivastatin
C3653114|timolol, combinations
C3652977|etamiphylline and adrenergics
C0037549|sodium salicylate
C3652598|levoverbenone
C0030840|penicillin V
C0059877|etozolin
C4742219|mavacamten
C3653018|piperacillin and beta-lactamase inhibitor
C0065841|meclocycline
C0025382|mephobarbital
C3652715|ramipril and amlodipine
C0016225|flavoxate
C0046948|amifampridine
C0012757|distigmine
C0016384|flutamide
C0937932|rasburicase
C0005324|bethanidine
C2316763|Technetium (99m-Tc) macrosalb
C0012963|dobutamine
C0055804|citiolone
C0055894|clobenzorex
C0066418|methylpentynol
C0000959|acepromazine
C3871441|metformin and gemigliptin
C0376637|indinavir
C0016673|framycetin
C1721377|nilotinib
C0771442|tymazoline
C0718096|trandolapril / verapamil
C0030072|oxymetholone
C3652470|technetium (99mTc) gluconate
C0108530|caroverine
C0034261|pyridostigmine
C3652500|other meningococcal polyvalent purified polysaccharides antigen
C0014968|ethamsylate
C3540006|Valerianae radix
C4325235|naldemedine
C5401615|retifanlimab
C0077126|triflusal
C0062106|haloprogin
C0024321|lynestrenol
C0010961|danazol
C4301626|Patiromer Calcium
C0038418|streptokinase
C0140610|risedronic acid
C2343589|rilonacept
C0065961|mepindolol
C0038149|stanozolol
C0066531|midecamycin
C3652509|diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B
C0210657|pemetrexed
C0060187|fenozolone
C1143018|obeticholic acid
C0031007|pergolide
C3653086|methylpentynol, combinations
C0041289|tuberculin
C3652471|technetium (99mTc) gluceptate
C3896762|trastuzumab duocarmazine
C0076295|tetramethrin
C3652756|inulin and other polyfructosans
C3653274|plastic IUD with progestogen
C0059869|etofibrate
C3653246|measles, combinations with mumps, rubella and varicella, live attenuated
C0033447|propantheline
C0039867|thimerosal
C2699902|Tebipenem pivoxil
C0058426|dipropylacetamide
C0013615|edrophonium
C0064079|isosorbide mononitrate
C0076687|timepidium bromide
C0065512|magaldrate
C0055000|cefbuperazone
C0025380|mephentermine
C3848580|peginterferon beta-1a
C0073704|rufloxacin
C0012306|hydromorphone
C3652680|lactic acid producing organisms
C2936870|cariprazine
C3652831|neostigmine, combinations
C0360537|fluclorolone
C3652974|flumetasone and antibiotics
C3652719|pravastatin and acetylsalicylic acid
C3653088|clofenotane, combinations
C0058279|dimethyltubocurarine
C5432205|bupivacaine / meloxicam
C1170013|Niacin+lovastatin
C3653240|paracetamol, combinations with psycholeptics
C3652556|influenza, live attenuated
C1613391|abacavir / lamivudine
C4079805|ertugliflozin
C0052430|artemisinin
C3652658|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B
C0066805|moroxydine
C0358590|misoprostol / naproxen
C0030520|parathyroid hormone
C0526501|mosapride
C1176315|fosamprenavir
C3871464|azilsartan medoxomil and diuretics
C0015121|etidronic acid
C2827236|levonadifloxacin
C3653031|methoserpidine and diuretics
C3653229|quinidine, combinations with psycholeptics
C1121991|cangrelor
C3652473|Iodine iofetamine (123I)
C0025384|mepivacaine
C3854036|Other anti-dementia drug combinations in ATC
C3652917|cholera, live attenuated
C0049289|5-methoxypsoralen
C3652634|tetragalacturonic acid hydroxymethylester
C0018033|aurothioglucose
C2348596|sulfamazone
C0022230|inosine pranobex
C1699926|fingolimod
C0004521|aztreonam
C3179470|remimazolam
C3653100|cinnarizine, combinations
C0054773|carbuterol
C1170003|ethinyl estradiol / norelgestromin
C0007561|ceftriaxone
C3653013|atenolol and other diuretics
C0006703|calcium ipodate
C3653082|pyrrobutamine, combinations
C0012228|diflunisal
C0076382|thenalidine
C3653228|quinine, combinations with psycholeptics
C0055904|chlophedianol
C3652493|hepatitis B, purified antigen
C5222004|golodirsen
C0072896|quinupramine
C1130428|porfimer sodium
C0039925|thiopental
C0074765|sodium selenate
C3871431|rabeprazole, combinations
C3652966|hydrocortisone and antibiotics
C0057135|danthron
C0008292|chlorquinaldol
C0040905|trichloroethylene
C0002503|aminacrine
C0304564|glutamic acid hydrochloride
C3652632|amino(diphenylhydantoin) valeric acid
C4043827|mirogabalin
C0007200|Cardioplegic Solutions
C2342719|calcium levofolinate
C0012772|disulfiram
C0982025|anti-inhibitor coagulant complex
C0055010|cefpiramide
C3652692|etybenzatropine
C0026885|Muzolimine
C0030812|penbutolol
C0060825|fumaric acid
C0076107|terazosin
C0604284|metizoline
C0043832|deferiprone
C3871462|balugrastim
C2604598|triheptanoin
C0304541|Aluminum glycinate
C0026388|molindone
C0040372|tolazamide
C0142046|sermorelin
C0054236|butamirate
C0060771|fructose-1,6-diphosphate
C0071074|pinacidil
C3254591|infigratinib
C0301379|Mebutamate
C3853921|alectinib
C3653205|ethenzamide, combinations excl. psycholeptics
C0010583|cyclophosphamide
C0209366|cetrorelix
C0132092|nebacumab
C3652993|clobetasol and antibiotics
C0035179|reserpine
C3652896|fluocortolone and antiinfectives
C1737290|glimepiride / pioglitazone
C0023961|lofepramine
C0162745|collagenase
C3653149|diphenhydramine, combinations
C0252667|carbon-11 methionine
C0001911|albendazole
C0023556|levamisole
C0085161|fleroxacin
C3652918|cholera, inactivated, whole cell
C1960121|sinecatechins
C0062922|homatropine
C3653049|pethidine and antispasmodics
C0051027|acadesine
C0016245|floctafenine
C0208216|mosapramine
C0052946|bamipine
C3653078|isosorbide dinitrate, combinations
C0025397|merbromin
C3539963|Amide local anesthetic combinations
C3652882|collagen, combinations
C0009316|colistin
C3652684|hydroxyethylpromethazine
C3700395|rosuvastatin and acetylsalicylic acid
C5227836|perindopril, bisoprolol and amlodipine
C3652567|Fluocortin
C0916062|bemiparin
C0054999|cefazedone
C0000473|4-aminobenzoic acid
C0059690|ethadione
C4541383|cenegermin
C3653178|atenolol and other diuretics, combinations
C0076092|tenidap
C2354637|sitimagene ceradenovec
C3652733|norgestimate and estrogen
C3539957|opium alkaloids and derivative combination cough suppressants
C3652845|methylpropylpropanediol dinitrate, combinations
C0002403|amantadine
C2222801|neomycin, combinations
C0076804|toloxatone
C3540765|various allergen extracts
C0030909|pepsin A
C0035823|rolitetracycline
C0033401|promegestone
C3871428|rosuvastatin, amlodipine and lisinopril
C3539976|Penicillins with extended spectrum combinations
C3266849|nifurtoinol
C0051691|amiridine
C0009077|cloxacillin
C0030349|papaveretum
C3652741|homatropine methylbromide and psycholeptics
C0037760|Sparteine
C0120726|halofantrine
C3652881|collagenase, combinations
C0025638|methenamine
C2744325|briakinumab
C2928241|chloroquine / proguanil
C0168273|bivalirudin
C3848534|thiosulfate
C4726765|solriamfetol
C0025842|methysergide
C0025145|medrogestone
C0007556|cefotiam
C0029310|orphenadrine citrate
C3539956|Magnesium antacid compound combinations
C0030827|penicillin G
C0953467|tacalcitol
C0063322|tropisetron
C0061940|guanazodine
C0174938|methylprednisolone aceponate
C2936902|dienogest / estradiol
C0030858|pentaerythritol tetranitrate
C0913246|valdecoxib
C3652939|Acetyldihydrocodeine
C1170000|drotrecogin alfa
C2603873|albinterferon alfa-2b, human
C2000261|linaclotide
C0040878|Triaziquone
C3652832|silver sulfadiazine, combinations
C1099456|escitalopram
C1098261|safinamide
C0030815|penfluridol
C2697961|trametinib
C4032879|lamivudine-raltegravir
C0030903|pentylenetetrazole
C1704271|sitaxsentan
C0036534|secretin
C0388638|plitidepsin
C0003779|argipressin
C3653125|chlorhexidine, combinations
C3700392|strontium ranelate and colecalciferol
C3652607|theobromine, combinations
C3653067|telmisartan and diuretics
C0076079|temocillin
C0282072|betaine hydrochloride
C5561464|finasteride / tadalafil
C0005041|benzethonium
C0060787|follitropin beta
C0062587|hetacillin
C4059165|insulin degludec / liraglutide
C3653126|heparinoid, combinations
C3653261|clonidine and diuretics, combinations with other drugs
C3539973|Other antifungal combinations for topical use in ATC
C1956796|ioflupane I-123
C0056301|copper sulfate
C0079594|iloprost
C3540720|Caries prophylactic agent combinations
C0378482|rabeprazole
C0663655|abacavir
C0142805|sodium benzoate
C3652919|calcium (different salts in combination)
C3700409|amlodipine and diuretics
C0029105|opipramol
C0123407|immunocyanin
C0006020|boric acid
C3653263|chlorzoxazone, combinations with psycholeptics
C0014448|eosine yellowish
C4723313|doravirine / lamivudine / tenofovir disoproxil
C1882245|oxycinchophen
C1302137|bendroflumethiazide / potassium
C0049263|Ibacitabine
C0055007|cefodizime
C0035976|rutin
C0209475|biapenem
C3652835|naphazoline, combinations
C1700695|sugammadex
C0017889|glycerylphosphorylcholine
C5419314|elivaldogene autotemcel
C0939232|fluticasone / salmeterol
C2986922|macimorelin
C0768182|iodine-131-tositumomab
C0301371|diphemanil
C3886551|""
C3652790|cough suppressants and mucolytics
C0027358|naloxone
C0249830|neticonazole
C1622308|ceftobiprole medocaril
C0042679|vincristine
C4542164|cobicistat / darunavir / emtricitabine / tenofovir alafenamide
C0022860|labetalol
C4542168|formoterol, glycopyrronium bromide and beclometasone
C0030576|paromomycin
C2929688|efavirenz / lamivudine / tenofovir disoproxil
C0040209|Ticrynafen
C3653215|methocarbamol, combinations excl. psycholeptics
C5392287|gadopiclenol
C0070561|phenglutarimide
C0076799|tolfenamic acid
C1701734|rota virus, pentavalent, live, reassorted
C2714681|dexibuprofen
C3871426|tiotropium bromide, combinations
C3653227|rescinnamine and diuretics, combinations with other drugs
C0058721|doxofylline
C3652844|metipranolol, combinations
C3652927|bevantolol and thiazides
C1142934|satraplatin
C2604307|icotinib
C4301610|codeine and other non-opioid analgesics
C4505522|peficitinib
C0018513|halcinonide
C0021971|iodipamide
C0030557|pargyline
C0937846|esomeprazole
C2744960|crofelemer
C0071098|pipamperone
C0013030|dopamine
C0028096|Nimustine
C4301604|Betulae cortex
C2936735|aluminum hydroxide / magnesium carbonate
C0105205|barbexaclone
C3652999|atenolol and thiazides
C0971023|entecavir
C3652964|hydrocortisone and mydriatics
C0044659|10-carboxymethyl-9-acridanone
C4542161|atorvastatin and perindopril
C0772032|Olaflur
C5448040|netakimab
C0069787|oxolamine
C0022041|ioxaglic acid
C0245561|duloxetine
C0061751|glycyrrhizic acid
C0033405|promethazine
C1739462|idursulfase
C0071330|polidocanol
C0013015|domperidone
C3540724|expectorant combinations, excl. combinations with cough suppressants
C3653026|olmesartan medoxomil and diuretics
C3652727|pantoprazole, amoxicillin and clarithromycin
C3652613|thiamphenicol, combinations
C0614721|Magnesium levulinate
C3653168|bismuth preparations, combinations
C0603972|tenitramine
C0147037|troxipide
C3871434|palonosetron, combinations
C3652625|rhenium (186Re) etidronic acid
C0077410|troxerutin
C3659087|etirinotecan pegol
C0043606|eperisone
C4726822|tegoprazan
C0016360|fluorouracil
C0015043|ethosuximide
C0026236|mitobronitol
C0075227|stepronin
C0524639|urofollitropin
C3492634|piflufolastat F-18
C0040610|tramadol
C3653147|dipiperonylaminoethanol, combinations
C0249582|paricalcitol
C0055729|cilostazol
C0102840|aluminum chloride
C0037209|sisomicin
C3652585|technetium (99mTc) microcolloid
C0058389|diphenylpyraline
C0126120|lodoxamide
C0034336|Pyrrolnitrin
C0039615|Tetanus Antitoxin
C0001924|Albumins
C0286738|saquinavir
C3653076|ispaghula, combinations
C5227830|formoterol, glycopyrronium bromide and budesonide
C0120436|guacetisal
C0244656|fosphenytoin
C1614557|cimetropium bromide
C3652775|drospirenone and estrogen
C0031422|oxyphenisatin
C0054219|bumadizone
C4082272|arbekacin
C0041660|undecylenic acid
C3653165|buclizine, combinations
C0378466|zafirlukast
C0244672|fluorodopa F-18
C0072857|quinapril
C0083183|lactase
C3652728|oxprenolol and thiazides
C0002191|alpha 1-antitrypsin
C3871443|lansoprazole, combinations
C3539966|insulins and analogs for injection combinations, long-acting
C1579345|sulfadiazine / trimethoprim
C1958126|alogliptin
C5227822|Centella asiatica herba, incl. combinations
C0069021|cathine
C0002598|amiodarone
C0037524|ipodate sodium
C0055468|chlorphenoxamine
C0016374|flurandrenolide
C3653077|isotretinoin, combinations
C5139793|casimersen
C0030771|pefloxacin
C0012367|Dilazep
C3555537|technetium Tc 99m tilmanocept
C0050962|monobenzone
C1327841|hexyl 5-aminolevulinate
C3265280|cyanocobalamin tannin complex
C3652644|calcium glycerylphosphate
C3652802|chlormadinone and estrogen
C3653264|chlormezanone, combinations with psycholeptics
C3652584|technetium (99mTc) millimicrospheres
C0012498|diosmin
C0757422|trafermin
C3653034|hydralazine and diuretics
C3652660|dimethylaminopropionylphenothiazine
C3652720|prasterone and estrogen
C0042665|viloxazine
C0772076|albumin tannate
C0007018|carbon monoxide
C0055936|cloprednol
C3653202|methadone, combinations excl. psycholeptics
C1706668|sipuleucel-T
C0717537|calcium acetate
C0772089|trospium
C2003424|lurasidone
C0007555|cefotetan
C2353951|dapagliflozin
C0072245|propyphenazone
C3653169|bisacodyl, combinations
C0027353|nalidixic acid
C5235403|linzagolix
C4548848|brexanolone
C3652617|thenalidine, combinations
C0055921|clometacillin
C3536922|Zinc Compounds
C5400023|efbemalenograstim alfa
C3653152|dihydrocodeine, combinations
C0060281|ferrous succinate
C3539979|Antiinfective irrigating solution combinations
C3653235|phenacetin, combinations with psycholeptics
C0024337|lysine
C0004743|barbital
C5398046|brexucabtagene autoleucel
C0206460|enoxaparin
C3652754|No Iron Multivitamin with Minerals
C2698692|idelalisib
C0763832|zucapsaicin
C0066033|mesulfen
C3540767|Iron in various other combinations
C0045212|Clevudine
C2743752|entinostat
C0982353|potassium lactate
C0525005|nelfinavir
C3652841|verapamil, combinations
C0077089|triethanolamine
C0064164|oxaceprol
C4300785|oxycodone and acetylsalicylic acid
C4542167|fimasartan and diuretics
C3652830|nicotinic acid, combinations
C0060237|ferric maltol
C0065834|mebhydroline
C0072076|progabide
C0059791|ethylamphetamine
C3652805|fenofibrate / simvastatin
C3652516|pneumococcus, purified polysaccharides antigen
C0600489|phenolphthalein
C0011892|heroin
C0754647|frovatriptan
C0072127|prolintane
C0060819|fumagillin
C0052429|artemether
C4059162|papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)
C3852512|dasabuvir
C0001275|activated charcoal
C0256103|reteplase
C0008466|chondroitin sulfates
C0125654|dipropizine, (S)-isomer
C0025376|meperidine
C3652716|quingestanol and ethinylestradiol
C0030454|paramethasone
C0072032|procaterol
C0013084|doxapram
C0065959|mephenoxalone
C3652984|artificial tears and other indifferent preparations
C0008402|cholestyramine resin
C1742789|udenafil
C2983902|tiomolibdic acid
C0012082|dichlorophen
C3539975|Aluminium antacid compound combinations
C3653247|measles, combinations with mumps, live attenuated
C3652865|glucose, combinations
C1455147|dasatinib
C0042528|Veratrum Alkaloids
C3489682|Delamanid
C1096766|cisatracurium
C0084528|sertindole
C0172827|lafutidine
C0673470|istradefylline
C0379149|temoporfin
C4043954|tildrakizumab
C0070242|penimepicycline
C3652609|pentaerithrityl tetranitrate, combinations
C0074246|secnidazole
C0073571|ropivacaine
C0053817|bitolterol
C0007257|carmustine
C2980074|selumetinib
C0001888|ajmaline
C3652825|nitrous oxide, combinations
C3871455|cyclopentolate, combinations
C0771992|azidamfenicol
C0717929|IRON/MULTIVITAMINS
C0016855|furazolidone
C3652542|stramoni preparations
C2052681|combinations of penicillins
C3652602|streptoduocin
C0010976|dantrolene
C4759128|cefpodoxime and beta-lactamase inhibitor
C0305007|sodium phosphate P32
C0006462|buspirone
C5227846|sulfur hexafluoride, phospholipid microspheres
C0032483|polyethylene glycols
C2350656|pegloticase
C0008287|chlorpropamide
C3652548|rubidium (82Rb) chloride
C5783059|macitentan / tadalafil
C5227831|indacaterol and mometasone
C0772364|loteprednol
C3652501|other meningococcal monovalent purified polysaccharides antigen
C0247025|tirofiban
C3652600|Propatylnitrate
C0025854|metolazone
C0076891|trandolapril
C0068483|nedocromil
C0072973|ramipril
C0056396|cortivazol
C3652541|sulfadicramide
C0011602|Dermatan Sulfate
C3652612|thiamazole, combinations
C0038627|succinylcholine
C3652989|diphemanil and psycholeptics
C3652571|Prunus africanae cortex
C0071304|isradipine
C3653032|losartan and diuretics
C3653260|clorexolone, combinations with psycholeptics
C0172021|arbutamine
C0526058|pranlukast
C0030864|pentamidine isethionate
C3652826|nikethamide, combinations
C0030310|pancuronium
C0048007|4-amino-3-phenylbutyric acid
C0075503|sulconazole
C0285590|bicalutamide
C0016367|flupenthixol
C0032899|prajmaline
C0033399|promazine
C4301625|oxycodone and paracetamol
C4726688|rezafungin acetate
C0060234|prussian blue insoluble
C3652583|Oxidronic acid 99mtc-complex
C0036516|secobarbital
C3653262|cholera, combinations with typhoid vaccine, inactivated, whole cell
C0114771|dofetilide
C0305040|thallous chloride Tl201
C0084711|talastine
C4547455|fezolinetant
C3652705|ticarcillin and beta-lactamase inhibitor
C0051150|alfuzosin
C3652858|lidocaine, combinations
C3540719|Intermediate-acting sulfonamide combinations
C0015980|interferon-beta
C3653148|diphenylpyraline, combinations
C0065636|mandelic acid
C0053111|benoxaprofen
C0066520|micronomicin
C0065093|lithium succinate
C3653037|eprosartan and diuretics
C0024200|lymecycline
C0116569|esmolol
C3652758|hydroxyprogesterone and estrogen
C3653213|chlormezanone, combinations excl. psycholeptics
C3652742|methylergometrine and oxytocin
C1273022|Chromium (51-Cr) edetate
C0301289|Metabutethamine
C0245109|anakinra
C5555489|temgicoluril
C0025631|methazolamide
C3653174|benzoyl peroxide, combinations
C0027324|nafcillin
C0071103|pipenzolate
C3653116|hydroflumethiazide, combinations
C1273019|Ferric (59-Fe) citrate
C2980091|quizartinib
C0061450|glucuronyl glucosamine glycan sulfate
C0022267|isoxsuprine
C0025869|metrizamide
C3653112|chlorphenamine, combinations
C4305686|Oportuzumab monatox
C0053229|benzonatate
C5209991|elexacaftor / ivacaftor / tezacaftor
C0298067|pirfenidone
C0075470|succinylsulfathiazole
C0018034|gold sodium thiomalate
C3652800|chlorothiazide and potassium
C0077539|tyloxapol
C3658667|tralokinumab
C0060277|ferrous gluconate
C0041345|tubocurarine
C4519258|abametapir
C0005661|Bithionol
C0040160|thyrotropin
C0070525|phenacemide
C0009214|codeine
C0025051|medazepam
C5227821|arginine and lysine
C3652456|norethisterone and estrogen
C0062619|hexafluorenium
C4542177|rosuvastatin, perindopril and indapamide
C0028127|nitrendipine
C5227835|opinercept
C3709760|coagulation factor XIII a-subunit (recombinant)
C3653071|trichlormethiazide and potassium-sparing agents
C1722685|ecallantide
C0061328|gliquidone
C0677829|palifermin
C4542158|ceftriaxone and beta-lactamase inhibitor
C0002823|ancrod
C0040379|tolnaftate
C3885146|olokizumab
C0006463|busulfan
C3871458|Cepeginterferon alfa-2B
C0771458|diisopromine
C0044410|alfacalcidol
C0540213|cholebine
C0253355|pixantrone
C0055709|ciclobendazole
C3273754|efinaconazole
C3652547|myristyl-benzalkonium
C0059985|fludarabine
C4048265|tetanus immune globulin
C4723629|voxelotor
C0014987|ethchlorvynol
C1506770|lapatinib
C0054151|brotizolam
C0012291|dihydroergotamine
C3653153|diclofenac, combinations
C0298130|montelukast
C3652850|meloxicam, combinations
C0043031|warfarin
C2075715|ambroxol / clenbuterol
C0021990|Iodopyracet
C0014704|ergonovine
C0873165|Meticrane
C0078168|veralipride
C0056471|creatinol phosphate
C0060231|ferric citrate
C0281351|uridine triacetate
C0220780|aminobutyric acid
C1698364|cediranib
C0026651|moxalactam
C0360736|diloxanide / metronidazole
C0347993|pyrethrum extract
C0039962|thiram
C1134535|yttrium-90-ibritumomab tiuxetan
C0008280|chlorphenesin
C3652702|zinc preparations
C0246631|remifentanil
C0060190|fenpiverinium
C0167117|exenatide
C0030049|oxycodone
C3652772|enalapril and lercanidipine
C0011082|debrisoquin
C0296800|fexofenadine
C0069562|rebamipide
C3652836|multivitamins and other minerals, incl. combinations
C4049141|copanlisib
C3700402|indacaterol and glycopyrronium bromide
C3652558|influenza, inactivated, split virus or surface antigen
C3642427|tavaborole
C2146455|sulfamoxole / trimethoprim
C5783056|elagolix, estradiol and norethisterone
C3653270|barium sulfate with suspending agents
C0070200|pecilocin
C0016365|fluoxetine
C0210380|levosulpiride
C3653121|cyanocobalamin, combinations
C0205704|cascara sagrada
C1176415|lumiracoxib
C3540721|other nasal preparation combinations in ATC
C3652526|vaginal ring with progestogen and estrogen
C4524703|crizanlizumab
C0142822|sodium chlorite
C0022499|kaolin
C3652611|phenytoin, combinations
C3652579|Technetium (99mTc) pyrophosphate
C3652667|calcium citrate lysine complex
C5577407|artemisinin and naphthoquine
C0063779|iodoform
C0061347|calcium glubionate
C5418501|pegcetacoplan
C0033603|protamines
C0165590|dorzolamide
C0060473|fluanisone
C0025270|vitamin K3
C3652839|miconazole, combinations
C0033705|prothionamide
C0054138|bromperidol
C5446308|aumolertinib
C0754659|dutasteride
C0031412|phenobarbital
C0082608|fluvastatin
C0770438|potassium salicylate
C0244748|roquinimex
C3652902|combination of rauwolfia alkaloids and diuretics incl. other combinations
C3653140|emepronium, combinations
C3653090|clindamycin, combinations
C0028476|noxythiolin
C0077316|tritoqualine
C3652641|calcium hexamine thiocyanate
C0023863|lisuride
C0012702|disopyramide
C3652971|fluocinolone acetonide and antiseptics
C0169614|panipenem-betamipron
C4507514|avacopan
C0055710|ciclonicate
C0055006|cefminox
C0287041|eprosartan
C3652764|fluoxetine and psycholeptics
C3886460|avatrombopag
C3652696|etanautine
C1098510|fondaparinux
C0058895|ebastine
C0051528|alverine
C3652983|atenolol, thiazides and other diuretics
C0025625|methapyrilene
C0060477|flubendazole
C0015837|fenoprofen
C2699758|aclidinium bromide
C2937472|aliskiren / amlodipine
C0013974|emetine
C2348690|fluoroethylcholine (18F)
C0025624|methantheline
C0057621|dextranomer
C3540028|Other irrigating solution combinations in ATC
C0606070|tocophersolan
C5227841|rosuvastatin and omega-3 fatty acids
C0753183|Temocapril
C3653183|allopurinol, combinations
C0149236|Yttrium (90-Y) silicate
C0031957|piperazine
C2959419|olmesartan medoxomil, amlodipine and hydrochlorothiazide
C0771707|acefylline piperazine
C0767000|eberconazole
C0060493|flumequine
C0054547|carbaspirin calcium
C0120107|goserelin
C0025156|mefruside
C3652622|technetium (99mTc) butedronic acid
C4519199|lasmiditan
C0011824|dextrothyroxine
C2699364|clofenamide
C0037518|sodium hypochlorite
C3653132|combinations of rauwolfia alkaloids
C0027302|nadolol
C3652664|dibutylsuccinate
C0007546|cefazolin
C3652492|iodine (125I) human albumin
C5432268|regdanvimab
C0028158|nitrogen
C0021961|iodamide
C0051162|alizapride
C0007727|cephaloridine
C3539962|vitamin D and analog combinations
C0076840|torsemide
C3652521|poliomyelitis, trivalent, inactivated, whole virus
C4550366|levoketoconazole
C0013832|Electrolytes
C3871457|ciprofloxacin and ornidazole
C0025656|Methisazone
C0038684|sulfamerazine
C5783045|atorvastatin, amlodipine and candesartan
C3540762|various other agents for local oral treatment in ATC
C3490795|asfotase alfa
C0075958|Technetium Tc 99m Lidofenin
C0054668|carbetapentane
C0006456|buserelin
C0039771|theophylline
C0062097|halometasone
C3700399|naloxegol
C0350998|glibornuride
C3653279|propanol, combinations
C0301375|penthienate
C5446713|carfloglitazar
C3652763|fluprednidene and antibiotics
C0877860|felbinac
C3653222|metronidazole / spiramycin
C0143083|somatrem
C2714632|elagolix
C3653008|belladonna total alkaloids and psycholeptics
C3653272|aminophenazone, combinations with psycholeptics
C4050748|empagliflozin / metformin
C3653096|propatylnitrate, combinations
C0059677|etafenone
C0104449|aspoxicillin
C3653048|perindopril and diuretics
C0010608|Cymarine
C0060520|fluorescein
C3652851|medicinal charcoal, combinations
C1533126|milnacipran
C5446780|pafolacianine
C0377223|arginine glutamate
C2984006|thebacon
C3652487|sodium fluoride (18F)
C0014707|ergot alkaloids
C0076516|tisopurine
C0068367|naftifine
C1136262|technetium Tc 99m pertechnetate
C0055008|ceforanide
C0164858|chlorproethazine
C3653046|pargyline and diuretics
C4059156|zoledronic acid, calcium and colecalciferol, sequential
C0014582|epirubicin
C3652636|technetium (99mTc) exametazime labelled cells
C3652489|Ethambutol- and isoniazid- and pyrazinamide- and rifampin-containing product
C1176306|aprepitant
C0077147|trimazosin
C0360534|alclometasone
C3653033|irbesartan and diuretics
C3652730|omega-3-triglycerides incl. other esters and acids
C0052432|artesunate
C0537439|enfuvirtide
C1530072|vilazodone
C0053230|benznidazole
C4301611|desfesoterodine
C2351132|Acetaminophen / Codeine
C0728803|crospovidone
C3652994|clidinium and psycholeptics
C0012383|dimercaprol
C0002374|aluminum oxide
C0076032|teclozan
C0017817|glutathione
C3652710|streptomycin and isoniazid
C0013954|emepronium
C3653043|cilazapril and diuretics
C0262965|chlormadinone
C0937851|tasonermin
C5577413|pravastatin and ezetimibe
C3539971|otologic analgesic and anesthetic combinations
C2928823|naloxone / tilidine
C0026088|mifepristone
C5418173|sabatolimab
C0061990|guanoxabenz
C5238480|PSMA-1007 (18F)
C3652656|diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C
C3652949|metoprolol and other diuretics
C0771311|alendronic acid
C0073188|Rho(D) immune globulin
C0025153|mefloquine
C0006983|carbimazole
C3652925|biphenylol
C3652630|guaiazulen
C4059164|Tiotropium Bromide/ Olodaterol
C0039419|technetium Tc-99m sulfur colloid
C0057982|difenpiramide
C0056913|cytisine
C0052940|balsalazide
C0078836|zofenopril
C3653016|amitriptyline and psycholeptics
C0534301|rupatadine
C0209211|lanreotide
C0765273|bexarotene
C0770939|bromochlorosalicylanilide
C0033798|pseudoephedrine
C0025627|methaqualone
C0035608|rifampin
C0134337|oxatomide
C0145055|technetium Tc 99m exametazime
C0012695|edetate disodium
C3652534|mercury, metallic
C0066116|methiodal
C0057981|difenoxin
C2698706|padeliporfin
C3653269|barium sulfate without suspending agents
C3714572|pamidronic acid
C4542159|colecalciferol, combinations
C1875131|ESTROGENS/METHYLTESTOSTERONE
C0142916|sodium propionate
C0010590|cycloserine
C0129341|muramyl tripeptide phosphatidylethanolamine
C3848704|naloxone / oxycodone
C0060182|fenoverine
C2193811|erythromycin, combinations
C0076075|temafloxacin
C0040219|tilidine
C1434916|dapivirine
C3668765|bazedoxifene / estrogens, conjugated (USP)
C0118168|fosinopril
C0520442|acetyldigitoxin
C3652631|gas-gangrene sera
