PostingID|Sponsor|StudyTitle|Disorder|Phase|LinkToSponsorStudyRegistry|LinkToClinicalTrials|drug_cui|drug_names
141|GSK|Non-inferiority of one formulation of GSK Biologicals' DTPw-HBV/Hib to 2 formulations of GSK Biologicals' DTPw-HBV/Hib with respect to the immune response to the PRP antigen, when administered to healthy infants at 6, 10, 14 weeks of age|Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=104977|http://clinicaltrials.gov/show/NCT00473668|[C0545299, C0305062, C0717973, C0062527, C0062086]|['Immunization, diphtheria-tetanus combined', 'tetanus toxoid vaccine, inactivated', 'pertussis, whole cell', hepatitis B surface antigen vaccine, Haemophilus influenzae type b polysaccharide vaccine]
142|GSK|Immunogenicity and reactogenicity of a booster dose of GlaxoSmithKline Biologicals’ GSK2036874A vaccine in healthy toddlers|Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=113264|http://clinicaltrials.gov/show/NCT01106092|[C0545299, C0305062, C0717973, C0062527, C0062086]|['Immunization, diphtheria-tetanus combined', 'tetanus toxoid vaccine, inactivated', 'pertussis, whole cell', hepatitis B surface antigen vaccine, Haemophilus influenzae type b polysaccharide vaccine]
151|GSK|Evaluation of GSK Biological’s dTpa-IPV booster vaccine in children and adolescents, 5 years after previous dTpa-IPV boosting.|Acellular pertussis; Diphtheria; Poliomyelitis; Tetanus|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=110947|http://clinicaltrials.gov/show/NCT00635128|[C5233092, C0305062, C0982332, C0718003]|[Reduced cysteine content, 'tetanus toxoid vaccine, inactivated', 'acellular pertussis vaccine, inactivated', 'Poliovirus Vaccine, Inactivated']
152|GSK|Immunogenicity and safety of GSK Biologicals’ dTpa-IPV vaccine (Boostrix Polio) as a booster dose in 5 to 6-year-old children.|Acellular pertussis; Diphtheria; Poliomyelitis; Tetanus|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=111815|http://clinicaltrials.gov/show/NCT00871000|[C5233092, C0305062, C0982332, C0718003]|[Reduced cysteine content, 'tetanus toxoid vaccine, inactivated', 'acellular pertussis vaccine, inactivated', 'Poliovirus Vaccine, Inactivated']
281|GSK|A Double-Blind, Randomized, Placebo-Controlled, Parallel Group, Multicenter Study To Investigate The Efficacy And Safety Of Zanamivir (GG167) 10mg Administered Twice A Day For Five Days In The Treatment Of Influenza In Patients 12 Years Or Over With Asthma Or Chronic Obstructive Pulmonary Disease (COPD)|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30008|nan|[C0216660]|[zanamivir]
282|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multicenter study to investigate the efficacy and safety of zanamivir (GG167) 10 mg administered by inhalation twice daily for five days in the treatment of symptomatic influenza A and B viral infections in children ages 5-12.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30009|nan|[C0216660]|[zanamivir]
283|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multicenter study to investigate the efficacy and safety of inhaled zanamivir (GG167) 10 mg administered once a day for 10 days in the prevention of transmission of symptomatic influenza A and B viral infections within families.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30010|nan|[C0216660]|[zanamivir]
284|GSK|A Double-Blind, Randomised, Placebo-Controlled, Parallel-Group, Multicentre Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10mg Administered Twice Daily for Five Days in the Treatment of Symptomatic Influenza A and B Viral Infections in Subjects Aged >= 65 Years.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30012|nan|[C0216660]|[zanamivir]
285|GSK|A double-blind, randomised, placebo-controlled, parallel-group, multicentre study to investigate the efficacy and safety of inhaled zanamivir 10mg administered twice daily for five days in the treatment of symptomatic influenza A and B viral infections in armed services personnel.|Influenza, Human|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30015|nan|[C0216660]|[zanamivir]
286|GSK|A Double-Blind, Randomized, Placebo-Controlled, Parallel-Group, Multicenter Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10mg Administered Twice a Day for Five Days in the Treatment of Symptomatic influenza A and B Viral Infections in High Risk Patients|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30020|nan|[C0216660]|[zanamivir]
287|GSK|A Double-Blind,Randomized, Placebo-Controlled, Parallel-Group, Multicenter Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10 mg Administered Twice a Day for Five Days in the Treatment of Symptomatic Influenza A and B Viral Infections in Children.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30028|nan|[C0216660]|[zanamivir]
288|GSK|A Double-Blind, Randomised, Placebo-Controlled, Parallel-Group, Multicentre Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10mg Administered Once a Day for 10 Days in the Prevention of Transmission of Symptomatic Influenza A and B Viral Infections within Households|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30031|nan|[C0216660]|[zanamivir]
289|GSK|A Double-Blind, Randomized, Placebo-Controlled, Parallel-Group, Multicentre Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10 mg Administered Once a Day for 28 Days in the Prevention of Symptomatic Influenza A and B Viral Infections in Community-Dwelling High-risk …|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAI30034|nan|[C0216660]|[zanamivir]
290|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multicenter study to investigate the efficacy and safety of inhaled zanamivir (GG167) 10 mg administered twice a day for five days in the treatment of symptomatic influenza A and B viral infections in adolescents and adults.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA3002|nan|[C0216660]|[zanamivir]
291|GSK|A Double-Blind, Randomized, Parallel-Group, Multi-Center Study to Investigate the Efficacy and Safety of Inhaled Zanamivir 10mg Administered Once a Day Compared to the Standard of Care in Controlling Nursing Home Influenza Outbreaks|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA3003|nan|[C0216660]|[zanamivir]
292|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multi-center study to investigate the efficacy and safety of inhaled zanamivir 10 mg once a day in controlling nursing home influenza outbreaks.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA3004|nan|[C0216660]|[zanamivir]
293|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multicenter study to investigate the efficacy and safety of zanamivir (GG167) 10 mg administered once a day for 28 days in the prevention of symptomatic influenza A and B viral infections in community dwelling adults.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA3005|nan|[C0216660]|[zanamivir]
294|GSK|A double-blind, randomized, placebo-controlled, parallel-group, multicenter study to investigate the efficacy and safety of zanamivir administered twice daily in the treatment of influenza A and B viral infections in adults.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIB3001|nan|[C0216660]|[zanamivir]
295|GSK|A double-blind, randomised, placebo-controlled, parallel-group, multicentre study to investigate the efficacy and safety of inhaled zanamivir (GG167) 10mg administered twice a day for five days in the treatment of symptomatic influenza A and B viral infections in adolescents and adults.|Influenza, Human|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NAIB3002|nan|[C0216660]|[zanamivir]
296|GSK|A Phase 1, Single Center, Randomized, Open-Label Study to Evaluate the Bioavailability of Clindamycin from Clindamycin 1%-Benzoyl Peroxide 3% Gel, Topical Gel (Clindamycin 1%- Benzoyl Peroxide 5%), and Once Daily Gel (Clindamycin 1%-Benzoyl Peroxide 5%) in Subjects with Acne Vulgaris|Acne Vulgaris|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=115902|http://clinicaltrials.gov/show/NCT01132443|[C0005088, C0055881]|[benzoyl peroxide, clindamycin phosphate]
297|GSK|Single-Dose Pharmacokinetics of Retigabine in Healthy Subjects and Patients with Various Degrees of Renal Insufficiency|Seizures|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=VRX-RET-E22-101|nan|[C0530684]|[ezogabine]
298|GSK|Single-Dose Pharmacokinetics Study of Retigabine in Patients with Various Degrees of Hepatic Impairment|Seizures|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=VRX-RET-E22-102|nan|[C0530684]|[ezogabine]
299|GSK|A Randomized, Double-Blind, Placebo-Controlled, Phase 2a Proof-of-Concept Study to Evaluate the Efficacy of Maximally Tolerated Doses of Retigabine vs. Placebo in Reducing the Pain Associated with Post-Herpetic Neuralgia|Neuralgia, Postherpetic|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=VRX-RET-E22-NP201|http://clinicaltrials.gov/show/NCT00612105|[C0530684]|[ezogabine]
312|GSK|An Open-Label, Three-Part, Two Period, Single Sequence Study to Assess the Pharmacokinetic Interaction Between Repeat Doses of Oral Casopitant and Repeat Oral Doses of Dolasetron, Granisetron or Rosiglitazone When Co-Administered in Healthy Adult Subjects|Nausea and Vomiting, Chemotherapy-Induced|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=NKV110483|http://clinicaltrials.gov/show/NCT00511823|[C2347566]|[casopitant]
313|GSK|A single-centre, open-label, sequential ascending cross over study to examine safety, tolerability, pharmacodynamics and pharmacokinetics of ascending single doses, nominally 10, 30, 70 and 110µg intravenous doses and a single 250µg oral dose of GSK233705 in healthy volunteers.|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=AC2106213|http://clinicaltrials.gov/show/NCT00500461|[C2699560]|[Darotropium Bromide]
314|GSK|A single-centre, randomized, double-blind placebo-controlled, dose-ascending, cross-over study to evaluate the safety, tolerability, pharmacodynamics and pharmacokinetics of single inhaled doses of GSK233705, formulated with the excipient magnesium stearate, in healthy volunteers|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=AC2108380|http://clinicaltrials.gov/show/NCT00453687|[C2699560]|[Darotropium Bromide]
320|GSK|A pivotal single-dose randomised, parallel-group, open-label study to demonstrate bioequivalence of 300mg lamotrigine XR relative to 100mg + 200mg lamotrigine XR and to demonstrate lack of food effect on 300mg lamotrigine XR in healthy male and female volunteers|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM105379|http://clinicaltrials.gov/show/NCT00412191|[C0064636]|[lamotrigine]
321|GSK|An open-label, randomised, single-dose, parallel-group study to demonstrate bioequivalence of two formulations and the effect of food and water on one formulation of lamotrigine in healthy male and female volunteers|Mental Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LBI108617|http://clinicaltrials.gov/show/NCT00449774|[C0064636]|[lamotrigine]
322|GSK|A randomised, double-blind study in healthy volunteers to compare the properties and characteristics of an investigational formulation of lamotrigine with placebo|Mental Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=111649|http://clinicaltrials.gov/show/NCT01607086|[C0064636]|[lamotrigine]
323|GSK|An open-label, two-cohort study to assess the effect of lamotrigine and phenytoin on the pharmacokinetics of atorvastatin in healthy subjects|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LEP108937|http://clinicaltrials.gov/show/NCT00627575|[C0064636]|[lamotrigine]
324|GSK|A pivotal single-dose, randomised, parallel-group, open-label study to demonstrate bioequivalence of 250mg lamotrigine XR relative to 200mg + 50mg lamotrigine XR and to demonstrate lack of food effect on 250mg lamotrigine XR in healthy male and female volunteers|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LEP111102|http://clinicaltrials.gov/show/NCT00605371|[C0064636]|[lamotrigine]
325|GSK|An open-label, single-center, randomized, 2-way crossover study to evaluate the bioequivalence of retigavine given as the Market Image tablet compared to the retigavine clinical trial tablets.|Seizures|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=113287|nan|[C0530684]|[ezogabine]
326|GSK|An open label study conducted in healthy subjects to demonstrate bioequivalence between ropinirole prolonged release tablets (ropinirole XL, marketed as REQUIP-MODUTAB™, REQUIP XL™ at 2 mg) manufactured at Crawley and Aranda|Parkinson Disease|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=112771|http://clinicaltrials.gov/show/NCT01371682|[C0244821]|[ropinirole]
327|GSK|A Single-Center, Non-Randomized, Open-Label, Comparative Study to Assess the Utility of Novel Technologies and Biomarkers as Methods for Measuring Human Pharmacodynamic Response to 8 Weeks of Administration of Rosiglitazone Maleate 4mg BID in Healthy Normal or Overweight Controls, Healthy Obese Subjects and Subjects with Type 2 Diabetes Mellitus (T2DM)|Diabetes Mellitus, Type 2|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=DIX110434|http://clinicaltrials.gov/show/NCT00551564|[C0289313]|[rosiglitazone]
328|GSK|A Phase 1, Evaluator-Blinded, Randomized, Vehicle Controlled, Study To Evaluate The Cumulative Irritation Potential Of Topically Applied Tazarotene Foam In Healthy Volunteers|Acne Vulgaris|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=114571|http://clinicaltrials.gov/show/NCT01112787|[C0288792]|[tazarotene]
329|GSK|A Phase 1, Evaluator-Blinded, Randomized, Vehicle Controlled, Study To Evaluate The Contact Sensitization Potential Of Topically Applied Tazarotene Foam In Healthy Volunteers|Acne Vulgaris|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=114572|http://clinicaltrials.gov/show/NCT01114841|[C0288792]|[tazarotene]
330|GSK|A Phase 1, Evaluator-Blinded, Randomized, Vehicle Controlled Study To Evaluate The Phototoxic Potential Of Topically Applied Tazarotene Foam In Healthy Volunteers|Acne Vulgaris|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=114573|http://clinicaltrials.gov/show/NCT01115322|[C0288792]|[tazarotene]
331|GSK|A Phase 1, Evaluator-Blinded, Randomized, Vehicle Controlled, Study To Evaluate The Photoallergic Potential Of Topically Applied Tazarotene Foam In Healthy Volunteers|Acne Vulgaris|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=114574|http://clinicaltrials.gov/show/NCT01119651|[C0288792]|[tazarotene]
332|GSK|Carvedilol Prospective Randomized Cumulative Survival Trial.|Heart failure, Congestive|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=105517/287|nan|[C0054836]|[carvedilol]
369|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study of the Efficacy and Safety of Dutasteride 0.5 mg Administered Orally Once Daily for Four Years to Reduce the Risk of Biopsy-Detectable Prostate Cancer|Neoplasms, Prostate|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=ARI40006|http://clinicaltrials.gov/show/NCT00056407|[C0754659]|[dutasteride]
370|GSK|A randomized, double-blind, parallel group study to investigate the efficacy and safety of treatment with dutasteride (0.5mg) and tamsulosin (0.4mg), administered once daily for 4 years, alone and combination, on the improvement of symptoms and clinical outcome in men with moderate to severe symptomatic benign prostatic hyperplasia|Prostatic Hyperplasia|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=ARI40005|http://clinicaltrials.gov/show/NCT00090103|[C0754659]|[dutasteride]
